year,speaker,village,language_family,gender,education,year_of_birth,position,head_lexical_class,head_length,head,gen_lexical_class,gen_referentiality,gen_individuation,gen_length,givenness,gen,line
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,династия,human_other,definite,sg,multi-word,hnew_ggiven,короля,и это были из династии вот этого короля
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,left,non_kinship,one-word,камни,non_human,definite,sg,multi-word,other,мечети,вот эти камни тоже этого мечети камни .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,multi-word,книга,proper_human,definite,sg,multi-word,hnew_ggiven,Ашурбаба,Единственное одну книгу я нашёл нашего покойного Ашурбаба
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,конец,non_human,definite,non_sg,multi-word,other,века,Конец уже восьмого века тогда заселились мы сюда .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,король,non_human,definite,sg,multi-word,other,Аравии,И король Саудовской Аравии пишет .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,могила,human_other,definite,non_sg,multi-word,other,предков,До на до могил наших предков .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,multi-word,отделение,non_human,definite,sg,one-word,other,Эрмитажа,Руководитель восточного отделения Эрмитажа
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,полковник,non_human,definite,sg,multi-word,other,армии,Мать его вот этого он был полковником царской армии .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,definite,sg,multi-word,other,союза,одно время он был председателем союза писателей по - моему
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,пригород,non_human,definite,sg,one-word,hnew_ggiven,Дербента,И тогда они вот здесь разместились в пригороде Дербента вот здесь
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,программа,non_human,definite,sg,multi-word,other,пединститута,По программе пединститута нашего.
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,left,non_kinship,multi-word,программа,human_other,definite,non_sg,multi-word,other,первокурсников-второкурсников,Брал ихнюю первокурсников второкурсников программу из них составил а так бы
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,род,human_other,definite,non_sg,multi-word,hnew_ggiven,пророка,Курейш - это род нашего пророка . Да вот .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,руководитель,non_human,definite,sg,multi-word,other,отделения,Руководитель восточного отделения Эрмитажа
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,multi-word,секретарь,non_human,definite,sg,one-word,other,Дагестана,тогда был первым секретарем Дагестана
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,секретарь,non_human,definite,sg,one-word,other,сельсовета,тогда был сельсовета активист коммунист то есть ну фронтовик он много наград
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,тайна,non_human,definite,non_sg,multi-word,hnew_ggiven,Корана,Тайна старого Корана .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,территория,non_human,definite,sg,one-word,other,Дарвага,Вот . Вот одиннадцать штук был на территории Дарвага .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,kinship,one-word,тесть,proper_human,definite,sg,multi-word,hnew_ggiven,Гейдара,Оттуда не местный с Азербайджана тесть Гейдара Алиева .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,ученый,non_human,definite,non_sg,multi-word,hnew_ggiven,времени,сильнейший алим учёный того времени и до сих пор его книги изучают у нас
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,left,non_kinship,one-word,центр,non_human,definite,sg,one-word,hnew_ggiven,каганата,А каганата центр был Астрахань .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,left,non_kinship,one-word,язык,non_human,definite,sg,one-word,other,Тильси,Вот как Кубачинский более певучий вот этот язык .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,названия,non_human,non_definite,non_sg,one-word,other,растений,Мы же вот ээ{э*} агрономическом когда учимся мы все названия растений всё это по - латински проходим…
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,имена,human_other,non_definite,non_sg,multi-word,hnew_ggiven,учителей,И всех фамилии имена есть русских учителей которые здесь .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,кусочки,non_human,non_definite,non_sg,one-word,hnew_ggiven,воска,Прошлогодний мёд с воском прямо кусочки воска .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,редакция,non_human,non_definite,sg,one-word,other,газеты,А . отца брат в редакции газеты районной газеты «Сельская жизнь» работал в Уркурахе
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,мост,non_human,non_definite,sg,multi-word,other,каменотёса,Есть мост Булача известного каменотёса .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,потоки,human_other,non_definite,non_sg,one-word,other,торговцев,Но Хунзах из - за холодов из - за трудных путей Хунзахское плато недосягаемо было в Кумух стекались… потоки торговцев .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,село,human_other,non_definite,non_sg,one-word,other,переселенцев,Тоже село переселенцев .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,участок,non_human,non_definite,non_sg,one-word,other,земли,А мохIэл - там есть старое село откуда мы родом и там есть довольно большой участок земли они оставили это нам там раньше наш хутор как раз находился .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,мавзолей,human_other,non_definite,non_sg,multi-word,other,асхабов,восстановили есть там мавзолей трёх асхабов пророка нашего
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,развалина,non_human,non_definite,sg,one-word,other,мечети,Развалина была мечети где имам стоит оттуда подземный вход был туда
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,non_definite,sg,one-word,other,администрации,В девяносто первом году обратно избрали главой администрации .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,other,марта,А где - то в конце марта возвращались оттуда обратно сюда .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,other,марта,Когда вот конце марта - начале апреля когда снег растаялся в горах
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,other,сентября,Ну где - то конец сентября - начале октября .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,начало,non_human,non_definite,non_sg,one-word,other,октября,Ну где - то конец сентября - начале октября .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,райисполкома,оттуда председателем райисполкома скандально ушел оттуда .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,multi-word,other,истории - обществознания,Учителем истории обществознания .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,other,совхоза,Окончил пятый курс биофака и обратно ээ{э*} здесь назначили директором совхоза .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,hnew_ggiven,совхоза,Уже муниципальное хозяйство сделали колхоз убрали муниципальное хозяйство сделали директором совхоза назначили до этого один год вот во время этих сессий учителем работал один год в школе здесь .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,other,совхоза,И директором совхоза назначили три года вот так проработал… Это это тоже муниципальное хозяйство тоже уже сократили убрали из - за долгов…не успевали там обанкротилось хозяйство .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,дисциплины,non_human,non_definite,sg,one-word,other,сельхозинститута,Заочное есть ? На второй специальность есть такая . На второе высшее образование там ээ{э*} разница ээ{э*} между дисциплинами сельхозинститута и здесь короче три курса первый год я завершил разницу .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,курсы,human_other,non_definite,non_sg,one-word,other,трактористов,Учился он Огнях трак курсы трактористов закончил трактористом работал… Знал русский язык .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,министерство,non_human,non_definite,non_sg,multi-word,other,хозяйства,Три кандидатуры было один ээ{э*} был один был этот работал Махачкале сельском министерстве сельского хозяйства другой тоже там юристом работал и на меня возложили здесь я председателем работал . Вот .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,начальник,non_human,non_definite,sg,one-word,other,участка,… оттуда приехал назначили старшим агрономом начальником участка в Содружестве .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,начальник,non_human,non_definite,sg,one-word,other,участка,Кончил агрономический факультет кончил работал бригадиром работал . . . Янгикенте . . . Потом работал начальником участка нрзб потом направили Краснодар на повышение шестимесячные курсы…
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,Да . Грамотный он . Он немного работал этим учётчиком потом председателем колхоза работал он .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,Кумыки да . Постоянно вот здесь отец председателем колхоза работал ээ{э*} бухгалтером бригадиром кумыки работали . Они жили у нас .
1951,1951_Mehweb,Mehweb,Nakh-Daghestanian,f,lower,≥1950,right,non_kinship,one-word,берег,non_human,non_definite,sg,one-word,other,моря,берег моря ага
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,быт,human_other,non_definite,non_sg,one-word,hnew_ggiven,чунинцев,Историю культуру традиции быт чунинцев .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,местность,non_human,non_definite,non_sg,one-word,other,лошадей,"А вот "" Чу - гьани "" местн = лошадей потом коротко - Чуни "" местность лошадей "" ."
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,местность,non_human,non_definite,non_sg,one-word,other,лошадей,И вот местность лошадей .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,ремесло,human_other,non_definite,non_sg,one-word,hnew_ggiven,чунинцев,Традиционное ремесло чунинцев - изготовление войлока…
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,учители,non_human,non_definite,non_sg,multi-word,other,языка,Вот у нас в селении знаете шестнадцать учителей русского языка учителя русские были здесь .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,язык,non_human,non_definite,non_sg,multi-word,other,общения,Ну Дагестане же до революции вот как сейчас язык межна = национального общения кумыцкий был .
1952,1952_Ubeki,Ubeki,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,начальник,non_human,non_definite,sg,multi-word,other,стола,начальник военного учетного стола
1953,1953_Jangikent,Jangikent,Turkic,m,higher,≥1950,right,non_kinship,one-word,специалисты,non_human,non_definite,non_sg,multi-word,other,математики-физики-химии,Ну они специалисты например математики физики химии вот так если взять если…
1953,1953_Jangikent,Jangikent,Turkic,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,multi-word,other,языка,Да у них отдельно потому что и учителя нету у нас учителя родного языка даргинского именно… Нету .
1953,1953_Jangikent,Jangikent,Turkic,m,higher,≥1950,left,non_kinship,one-word,дети,non_human,non_definite,sg,multi-word,other,класса,Даа{да*} нрзб с Туменлера который говорит пятого класса дети сюда ходили .
1953,1953_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,other,школы,Директор он школы Удаев Абдулла .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,труженик,non_human,non_definite,non_sg,one-word,other,тыла,и мать ещё жива у меня девяностого года . Она труженик тыла под Волгоградом окопах была .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,язва,non_human,non_definite,sg,one-word,other,желудка,Но он не дожил до шестьдесят ну шестьдесят один было ему язва желудка он умер инвалид уже был тринадцать ран теле у него ! .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,kinship,one-word,сын,human_other,non_definite,sg,one-word,other,кулака,Ты сын кулака . Тебя оставляли .
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,right,non_kinship,one-word,язык,non_human,non_definite,non_sg,one-word,hnew_ggiven,водки,Та{да*} нет откуда ! Он св . . . Свой язык наверно плохо знает . Он знает язык водки . Пиши . Любитель спиртного короче .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,right,non_kinship,one-word,власть,non_human,non_definite,non_sg,one-word,other,закона,советская власть чекисты все такое оказывается не было власти закона мужчина мог издеваться над женщиной .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,берег,non_human,non_definite,sg,one-word,other,моря,Прямо на берегу моря да .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,группа,non_human,non_definite,non_sg,one-word,hnew_ggiven,языков,Вайнахская группа языков и там про чеченцев про этих… Про многих написано .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,искусство,non_human,non_definite,non_sg,one-word,other,каменотёсов,Например каменотёсы и вот это… Искусство каменотёсов было так сказать у нас прославившиеся эти были .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,hnew_ggiven,сентября,В сентябре потому что к концу сентября уже на альпийских лугах там уже начинается снегопад .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,культура,human_other,non_definite,non_sg,one-word,other,мегебцев,"Ну это… Эти все сведения я брала когда я проект один писала - "" Самобытная культура мегебцев "" ."
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,место,non_human,non_definite,non_sg,one-word,other,ночлега,Чтобы к месту ночлега успеть .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,праязык,human_other,non_definite,non_sg,multi-word,other,даргинцев,Можно его назвать [ нрзб ] праязыком всех даргинцев .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,процесс,non_human,non_definite,non_sg,one-word,other,эмиграции,Оно меньше нашего просто я не знаю насколько там сильный процесс эмиграции так сказать внутри Дагестана это надо узнать .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,сектор,non_human,non_definite,non_sg,one-word,other,археологии,Он сейчас тоже является… Зав . сектором археологии кажется в дагестанском научном центре Мурат Гаджиев .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,урок,non_human,non_definite,non_sg,multi-word,other,языка,Урок аварского языка .
1965,1965_Ersi,Ersi,Turkic,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,multi-word,other,литературы,Да - да эээ учитель русского языка и литературы .
1965,1965_Ersi,Ersi,Turkic,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,multi-word,other,языка,Да - да эээ учитель русского языка и литературы .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,сорт,non_human,non_definite,non_sg,one-word,hnew_ggiven,кукурузы,Здесь совсем другой сорт кукурузы чем в остальных местах .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,one-word,other,математики,Да . Учителем математики в школе сейчас работаю .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,учитель,non_human,non_definite,non_sg,multi-word,other,языка,Учитель арабского и французского языка у нас .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,дети,kinship,non_definite,sg,multi-word,other,брата-сестры,Брата сестры дети поменялись .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,дочка,kinship,non_definite,sg,one-word,other,сестры,Сестры дочку за даргинца выходят . А брата за свою сестру .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,multi-word,зона,human_other,non_definite,non_sg,one-word,hnew_ggiven,кумыков,Есть буйнакская зона кумыков есть хасавюртовская зона кумыков .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,multi-word,зона,human_other,non_definite,non_sg,one-word,hnew_ggiven,кумыков,Есть буйнакская зона кумыков есть хасавюртовская зона кумыков .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,крепость,human_other,non_definite,non_sg,one-word,hnew_ggiven,курейшитов,Это село называется Кара - Курейш то есть крепость курейшитов .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,курсы,non_human,non_definite,non_sg,multi-word,other,языка,Потом занимался в Махачкале ходил шесть месяцев курсы турецкого языка .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,лепесты,non_human,non_definite,sg,one-word,other,розы,Гилаб они делают сладкий сок из лепестов розы
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,мастера,non_human,non_definite,non_sg,one-word,hnew_ggiven,стихосложения,Почему потому что они были сами мастера стихосложения .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,сок,non_human,non_definite,non_sg,multi-word,other,лепестков,Это тоже сок лепестков розы сладкой .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,уроки,non_human,non_definite,non_sg,one-word,other,ликбеза,А ликбез вёл уроки ликбеза в клубе .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,left,non_kinship,one-word,уроки,non_human,non_definite,non_sg,one-word,other,Ликбеза,Ликбеза уроки вёл мой отец .
1973,1973_Darwag,Darwag,Turkic,m,higher,≥1950,right,non_kinship,one-word,факультет,non_human,non_definite,non_sg,one-word,other,востоковедения,Я хотел поступить тогда арабский факультет факультет востоковедения .
